371|82|1007|chrome|1
573|22|1423|chrome|1
581|94|1583|firefox|1
898|17|1263|chrome|1
608|86|1349|chrome|1
1308|184|1349|chrome|1
1232|359|1349|chrome|1
247|70|1349|chrome|1
660|22|1349|chrome|1
709|134|1349|chrome|1
945|24|1920|chrome|1
932|62|1920|chrome|1
942|87|1920|chrome|1
269|52|1113|firefox|1
914|22|1920|chrome|1
923|22|1920|chrome|1
941|62|1920|chrome|3
931|58|1920|chrome|1
925|91|1920|chrome|1
974|12|1263|chrome|1
937|20|1280|firefox|1
387|85|1007|chrome|1
475|85|1349|chrome|1
1195|192|1349|chrome|1
461|84|1349|chrome|1
574|17|1349|chrome|1
381|59|1349|chrome|1
782|28|1007|chrome|1
797|56|1007|chrome|1
967|14|1007|chrome|1
768|80|1829|chrome|1
338|88|1240|safari|1
558|78|1085|chrome|1
560|20|1349|firefox|1
385|54|1349|chrome|1
208|55|1007|chrome|1
5|437|1349|chrome|1
477|78|1007|chrome|1
1293|215|1349|chrome|1
298|44|1423|chrome|1
303|83|1007|chrome|1
1003|18|1423|chrome|1
621|83|1663|chrome|1
270|53|1423|chrome|1
439|86|1135|firefox|1
542|81|1343|chrome|1
1004|20|1349|chrome|1
1172|17|1665|chrome|1
22|551|1279|chrome|1
422|82|1279|chrome|1
152|47|1007|chrome|1
1017|21|1349|chrome|1
518|85|1421|safari|1
760|84|1920|chrome|1
573|81|1423|chrome|1
609|17|1263|chrome|1
589|59|1263|chrome|1
516|50|1349|chrome|1
554|88|1349|chrome|1
501|81|1423|chrome|1
471|54|1263|chrome|1
657|65|1903|firefox|1
306|54|1214|safari|1
379|53|1349|chrome|1
779|22|1583|firefox|1
767|62|1583|firefox|1
777|23|1423|firefox|1
312|84|1007|chrome|1
999|19|1423|chrome|1
704|21|1442|safari|1
705|56|1442|safari|1
993|15|1423|chrome|1
338|49|1339|chrome|1
691|19|1423|chrome|1
736|138|1423|chrome|1
1077|8|1583|chrome|1
606|118|1423|chrome|1
665|140|1423|chrome|1
660|404|1423|chrome|1
885|439|1423|chrome|1
829|86|1920|chrome|1
966|18|1349|chrome|1
828|82|1920|chrome|1
970|21|1349|chrome|1
250|758|1007|chrome|1
435|81|1263|chrome|1
471|87|1345|chrome|1
583|19|1349|chrome|1
380|55|1350|firefox|1
916|58|1349|chrome|1
486|85|1349|chrome|1
618|50|1920|chrome|1
606|15|1259|safari|1
1087|13|1349|chrome|1
687|21|1423|chrome|1
662|55|1423|chrome|1
674|91|1423|chrome|1
694|18|1423|chrome|1
690|87|1423|chrome|1
695|23|1423|chrome|1
697|91|1423|chrome|1
768|144|1423|chrome|1
692|20|1423|chrome|1
681|140|1423|chrome|1
605|406|1423|chrome|1
883|442|1423|chrome|1
705|23|1442|safari|1
680|60|1442|safari|1
861|439|1423|chrome|1
705|19|1442|safari|1
671|54|1442|safari|1
702|89|1442|safari|1
1012|24|1442|safari|1
767|86|1920|chrome|1
1044|27|1442|safari|1
1021|26|1349|chrome|1
595|89|1583|chrome|1
659|18|1349|chrome|1
712|144|1349|chrome|1
1135|11|1583|chrome|1
531|80|1135|chrome|1
369|83|1007|chrome|1
700|21|1442|safari|1
991|21|1349|chrome|1
498|82|1349|chrome|1
372|53|1349|chrome|1
904|29|1226|chrome|1
920|44|1226|chrome|1
1080|18|1226|chrome|1
669|83|1583|chrome|1
486|85|1349|chrome|1
478|80|1349|unknown|1
934|15|1920|chrome|1
957|63|1920|chrome|1
953|115|1920|chrome|1
989|137|1920|chrome|1
354|81|980|chrome|1
368|58|1550|chrome|1
346|51|1284|chrome|1
267|49|1349|chrome|1
983|11|1284|chrome|1
1011|11|1349|chrome|1
945|18|1920|chrome|1
647|53|1903|chrome|1
934|55|1920|chrome|1
302|82|1008|chrome|1
338|55|1263|chrome|1
1204|15|1583|chrome|1
1250|15|1583|chrome|1
392|56|1349|chrome|1
641|82|1349|chrome|1
751|84|1583|chrome|1
693|22|1423|firefox|1
688|23|1423|firefox|1
699|61|1423|firefox|1
716|84|1423|firefox|1
16|356|1350|chrome|1
372|50|1350|chrome|1
806|85|1903|chrome|1
332|52|1263|chrome|1
655|58|1899|chrome|1
574|17|1349|chrome|1
723|22|1349|chrome|1
313|88|1008|chrome|1
615|18|1279|chrome|1
999|21|1345|chrome|1
605|47|1279|chrome|1
645|24|1345|chrome|1
643|56|1345|chrome|1
628|98|1279|chrome|1
623|97|1279|chrome|1
651|84|1345|chrome|1
689|139|1279|chrome|1
464|87|1351|chrome|1
760|83|1583|chrome|1
1264|26|1903|chrome|1
470|850|1349|chrome|1
456|81|1349|chrome|1
656|633|1349|chrome|1
851|683|1349|chrome|1
847|681|1349|chrome|1
911|505|1349|chrome|1
650|80|1349|chrome|1
658|28|1349|chrome|1
665|55|1349|chrome|1
382|53|1349|chrome|1
554|83|1349|chrome|1
318|78|1018|chrome|1
366|77|1007|firefox|1
972|54|1903|chrome|2
753|82|1903|chrome|1
456|79|1349|chrome|1
856|21|1920|chrome|1
654|20|1349|chrome|1
702|137|1349|chrome|1
497|54|1583|firefox|1
672|58|1920|chrome|1
822|84|1902|chrome|1
218|56|1135|chrome|1
479|20|1007|chrome|1
604|81|1575|chrome|1
325|206|1920|chrome|3
669|52|1920|chrome|1
418|745|1349|chrome|1
981|20|1349|chrome|1
330|55|1343|chrome|1
932|15|1193|chrome|1
226|48|1070|chrome|1
528|84|1263|chrome|1
329|55|1263|chrome|1
1521|392|1920|chrome|1
671|56|1920|chrome|1
922|55|1349|chrome|1
553|20|1349|chrome|1
469|83|1349|chrome|1
618|16|1349|chrome|1
649|25|1349|chrome|1
641|116|1349|chrome|1
716|138|1349|chrome|1
669|48|1920|chrome|1
456|81|1349|chrome|1
390|854|1226|chrome|1
631|620|1226|chrome|1
752|651|1226|chrome|1
753|658|1226|chrome|1
754|657|1226|chrome|1
757|658|1226|chrome|1
1278|398|1349|chrome|1
392|52|1349|chrome|1
456|83|1343|chrome|1
472|80|1349|chrome|1
862|20|1349|chrome|1
928|40|1349|chrome|1
550|79|1349|chrome|1
304|84|1007|unknown|1
449|83|1263|chrome|1
385|89|1349|firefox|1
458|850|1349|chrome|1
499|669|1349|chrome|1
848|696|1349|chrome|1
477|662|1349|chrome|1
