825|24|1007|firefox|1
515|560|1421|safari|3
835|1215|1421|safari|3
310|1413|1421|safari|1
346|1407|1421|safari|1
338|1418|1421|safari|1
337|1405|1421|safari|1
336|1418|1421|safari|1
347|1414|1421|safari|1
336|1409|1421|safari|1
342|1410|1421|safari|1
356|1410|1421|safari|1
356|1416|1421|safari|1
360|1412|1421|safari|1
355|1406|1421|safari|1
360|1407|1421|safari|1
217|1405|1263|chrome|1
271|1409|1263|chrome|1
267|1414|1263|chrome|1
276|1414|1263|chrome|1
268|1414|1263|chrome|1
267|1411|1263|chrome|1
273|1414|1263|chrome|1
269|1408|1263|chrome|1
268|1406|1263|chrome|1
273|1418|1263|chrome|1
278|1411|1263|chrome|1
279|1410|1263|chrome|1
283|1407|1263|chrome|1
270|1415|1263|chrome|1
273|362|1263|chrome|1
588|379|1263|chrome|1
269|1422|1263|chrome|1
285|1407|1263|chrome|1
446|554|1263|chrome|1
110|168|1279|chrome|1
541|1404|1903|chrome|1
592|1418|1903|chrome|1
752|824|1903|chrome|1
236|47|1343|chrome|1
837|865|1349|chrome|1
693|551|1349|chrome|1
1005|17|1349|chrome|1
257|1401|1349|chrome|1
310|1410|1349|chrome|1
305|1411|1349|chrome|1
311|1407|1349|chrome|1
327|1275|1349|chrome|3
306|1410|1349|chrome|1
664|323|1349|chrome|3
312|1413|1349|chrome|1
784|82|1349|chrome|1
79|1302|768|safari|1
117|1305|768|safari|1
624|81|1519|chrome|1
127|1299|768|safari|1
129|1301|768|safari|1
129|1307|768|safari|1
129|1296|768|safari|1
67|22|768|safari|1
85|90|768|safari|1
142|184|768|safari|1
